"locator_domain","page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/san-diego/sanmm/hoteldetail","Holiday Inn San Diego Miramar - MCAS Area","9335 Kearny Mesa Road","San Diego","California","92126","US","sanmm","1-858-6952300","Hotel","32.8934","-117.1184","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/san-diego/sanby/hoteldetail","Holiday Inn San Diego - Bayside","4875 North Harbor Drive","San Diego","California","92106","US","sanby","1-619-2243621","Hotel","32.725679","-117.222622","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/dublin/dubrm/hoteldetail","Holiday Inn Dublin-Pleasanton","6680 Regional Street","Dublin","California","94568","US","dubrm","1-925-8287750","Hotel","37.701356","-121.932876","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/oakland/sfohs/hoteldetail","Holiday Inn & Suites Oakland - Airport","77 Hegenberger Road","Oakland","California","94621","US","sfohs","1-510-6387777 +7511","Hotel","37.729056","-122.200648","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/milpitas/sjcmi/hoteldetail","Holiday Inn & Suites Silicon Valley - Milpitas","1100 Cadillac Court","Milpitas","California","95035","US","sjcmi","1-408-2408000","Hotel","37.444721","-121.918743","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/san-mateo/sfosm/hoteldetail","Holiday Inn & Suites San Mateo-San Francisco SFO","330 North Bayshore Boulevard","San Mateo","California","94401","US","sfosm","1-650-3443219","Hotel","37.578513","-122.321634","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/san-jose/sjccc/hoteldetail","Holiday Inn San Jose - Silicon Valley","1350 North 1st Street","San Jose","California","95112","US","sjccc","1-408-4536200","Hotel","37.36087","-121.90884","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/san-francisco/sfogg/hoteldetail","Holiday Inn San Francisco-Golden Gateway","1500 Van Ness Avenue","San Francisco","California","94109","US","sfogg","1-415-4414000","Hotel","37.789413","-122.422128","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/la-mesa/sanpd/hoteldetail","Holiday Inn San Diego - La Mesa","8000 Parkway Drive","La Mesa","California","91942","US","sanpd","1-619-6987747","Hotel","32.774742","-117.025011","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/sacramento/saccp/hoteldetail","Holiday Inn Sacramento Downtown - Arena","300 J Street","Sacramento","California","95814","US","saccp","1-916-4460100","Hotel","38.581882","-121.502722","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/redding/rddca/hoteldetail","Holiday Inn Redding","1900 Hilltop Drive","Redding","California","96002","US","rddca","1-530-2217500","Hotel","40.57964","-122.357827","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/santa-maria/smxca/hoteldetail","Holiday Inn & Suites Santa Maria","2100 North Broadway","Santa Maria","California","93454","US","smxca","1-805-9286000","Hotel","34.9788","-120.4344","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/selma/semca/hoteldetail","Holiday Inn Selma-Swancourt","2950 Pea Soup Andersen Blvd","Selma","California","93662","US","semca","1-559-8918000","Hotel","36.57266","-119.62759","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/windsor/stshi/hoteldetail","Holiday Inn Windsor - Wine Country","8755 Old Redwood Highway","Windsor","California","95492","US","stshi","1-707-8388800","Hotel","38.54606","-122.805944","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/centennial/denns/hoteldetail","Holiday Inn & Suites Denver Tech Center-Centennial","6638  S Nome Street","Centennial","Colorado","80111","US","denns","1-303-7083000","Hotel","39.59657","-104.853286","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/parker/denpr/hoteldetail","Holiday Inn Denver-Parker-E470/Parker Rd","19308 Cottonwood Drive","Parker","Colorado","80138","US","denpr","1-303-2482147","Hotel","39.552575","-104.771826","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/denver/denst/hoteldetail","Holiday Inn Denver East","3333 Quebec Street","Denver","Colorado","80207","US","denst","1-303-3213500","Hotel","39.76396","-104.90345","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/lakewood/denlw/hoteldetail","Holiday Inn Denver Lakewood","7390 West Hampden","Lakewood","Colorado","80227","US","denlw","1-303-9809200","Hotel","39.652602","-105.077651","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/colorado-springs/cosfa/hoteldetail","Holiday Inn Colorado Springs Airport","1855 Aeroplaza Drive","Colorado Springs","Colorado","80916","US","cosfa","1-719-3808516","Hotel","38.806043","-104.737744","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/durango/drodc/hoteldetail","Holiday Inn & Suites Durango Central","21636 Highway 160 West","Durango","Colorado","81301","US","drodc","1-970-3856400","Hotel","37.270658","-107.890587","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/grand-junction/gjths/hoteldetail","Holiday Inn & Suites Grand Junction-Airport","2751 Crossroads Blvd","Grand Junction","Colorado","81506","US","gjths","1-970-6284346","Hotel","39.115346","-108.542644","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/steamboat-springs/sbsco/hoteldetail","Holiday Inn Steamboat Springs","3190 South Lincoln Avenue","Steamboat Springs","Colorado","80487","US","sbsco","1-970-8792250","Hotel","40.4468","-106.8158","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/bridgeport/bgdct/hoteldetail","Holiday Inn Bridgeport-Trumbull-Fairfield","1070 Main Street","Bridgeport","Connecticut","06604","US","bgdct","1-203-3341234","Hotel","41.179137","-73.18939","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/danbury/dxnct/hoteldetail","Holiday Inn Danbury-Bethel @ I-84","80 Newtown Road","Danbury","Connecticut","06810","US","dxnct","1-203-7924000","Hotel","41.407705","-73.416444","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/holtsville/ispcp/hoteldetail","Holiday Inn Long Island - ISLIP Arpt East","1730 North Ocean Avenue","Holtsville","New York","11742","US","ispcp","1-631-7582900","Hotel","40.821392","-73.020053","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/mount-kisco/mtkny/hoteldetail","Holiday Inn Mt. Kisco (Westchester County)","One Holiday Inn Drive","Mount Kisco","New York","10549","US","mtkny","1-914-2412600","Hotel","41.21951","-73.723418","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/plainview/nycpv/hoteldetail","Holiday Inn Plainview-Long Island","215 Sunnyside Boulevard","Plainview","New York","11803","US","nycpv","1-516-3497400","Hotel","40.797031","-73.467659","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/cheshire/bdrch/hoteldetail","Holiday Inn Cheshire - Southington","64 Knotter Drive","Cheshire","Connecticut","06410","US","bdrch","1-860-2763100","Hotel","41.5618933","-72.9101976","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/east-hartford/ehthi/hoteldetail","Holiday Inn Hartford Downtown Area","100 East River Drive","East Hartford","Connecticut","06108","US","ehthi","1-860-5289703","Hotel","41.767","-72.661","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/poughkeepsie/pours/hoteldetail","Holiday Inn Poughkeepsie","2170 South Rd","Poughkeepsie","New York","12601","US","pours","1-845-4624600","Hotel","41.6390983","-73.91830039999999","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/new-london/hfdnl/hoteldetail","Holiday Inn New London - Mystic Area","35 Governor Winthrop Boulevard","New London","Connecticut","06320","US","hfdnl","1-860-4437000","Hotel","41.356244","-72.09777","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/norwich/nwhct/hoteldetail","Holiday Inn Norwich","10 Laura Boulevard","Norwich","Connecticut","06360","US","nwhct","1-860-8895201","Hotel","41.5087","-72.1196","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/dover/dover/hoteldetail","Holiday Inn Dover-Downtown","561 North Dupont Highway","Dover","Delaware","19901","US","dover","1-302-7475050","Hotel","39.17612","-75.5242","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/washington/wassm/hoteldetail","Holiday Inn Washington Capitol - Natl Mall","550 C Street S.W.","Washington","District of Columbia","20024","US","wassm","1-202-4794000","Hotel","38.886045","-77.019326","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/washington/wasct/hoteldetail","Holiday Inn Washington-Central/White House","1501 Rhode Island Ave NW","Washington","District of Columbia","20005","US","wasct","1-202-4832000","Hotel","38.907924","-77.03477","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/arlington/wasdc/hoteldetail","Holiday Inn National Airport/Crystal City","2650 Richmond Highway","Arlington","Virginia","22202","US","wasdc","1-703-6847200 +0","Hotel","38.850267","-77.052791","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/arlington/wasfx/hoteldetail","Holiday Inn Arlington At Ballston","4610 N. Fairfax Dr","Arlington","Virginia","22203","US","wasfx","1-703-2439800","Hotel","38.882","-77.1165","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/alexandria/axehd/hoteldetail","Holiday Inn & Suites Alexandria - Old Town","625 First Street","Alexandria","Virginia","22314","US","axehd","1-703-5486300","Hotel","38.815184","-77.044004","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/alexandria/axetd/hoteldetail","Holiday Inn Alexandria - Carlyle","2460 Eisenhower Avenue","Alexandria","Virginia","22314","US","axetd","1-703-9602000","Hotel","38.801557","-77.073656","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/college-park/wascb/hoteldetail","Holiday Inn Washington-College Pk (I-95)","10000 Baltimore Ave","College Park","Maryland","20740","US","wascb","1-301-3456700","Hotel","39.021","-76.9255","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/greenbelt/wasgb/hoteldetail","Holiday Inn Washington D.C.-Greenbelt MD","7200 Hanover Dr","Greenbelt","Maryland","20770","US","wasgb","1-301-9827000","Hotel","38.989","-76.880199","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/gaithersburg/wasrv/hoteldetail","Holiday Inn Gaithersburg","Two Montgomery Village Avenue","Gaithersburg","Maryland","20879","US","wasrv","1-301-9488900","Hotel","39.15304","-77.211539","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/chantilly/ctyva/hoteldetail","Holiday Inn Chantilly-Dulles Expo (Arpt)","4335 Chantilly Shopping Center","Chantilly","Virginia","20151","US","ctyva","1-703-8156060","Hotel","38.886958","-77.443377","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/dulles/wasda/hoteldetail","Holiday Inn Washington-Dulles Intl Airport","45425 Holiday Drive","Sterling","Virginia","20166","US","wasda","1-703-4717411","Hotel","38.984801","-77.429896","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/jessup/balcj/hoteldetail","Holiday Inn Columbia East-Jessup","7900 Washington Blvd","Jessup","Maryland","20794","US","balcj","1-410-7997500","Hotel","39.1714","-76.7864","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/manassas/mnzbf/hoteldetail","Holiday Inn Manassas - Battlefield","10424 Balls Ford Rd.","Manassas","Virginia","20109","US","mnzbf","1-571-2925400","Hotel","38.801186","-77.508536","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/linthicum-heights/bwiap/hoteldetail","Holiday Inn Baltimore BWI Airport","815 Elkridge Landing Road","Linthicum Heights","Maryland","21090","US","bwiap","1-410-6911000","Hotel","39.194826","-76.685039","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/boca-raton/bcthi/hoteldetail","Holiday Inn Boca Raton - North","701 NW 53rd Street","Boca Raton","Florida","33487","US","bcthi","1-561-9979500","Hotel","26.396313","-80.097802","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/west-palm-beach/pbiat/hoteldetail","Holiday Inn Palm Beach-Airport Conf Ctr","1301 Belvedere Rd.","West Palm Beach","Florida","33405","US","pbiat","1-561-6593880","Hotel","26.69078","-80.069789","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/hollywood/fllas/hoteldetail","Holiday Inn Ft. Lauderdale-Airport","2905 Sheridan Street","Hollywood","Florida","33020","US","fllas","1-954-9259100 +0","Hotel","26.033436","-80.165806","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/melbourne/mlbqq/hoteldetail","Holiday Inn Melbourne-Viera Conference Ctr","8298 N Wickham Road","Melbourne","Florida","32940","US","mlbqq","1-321-2550077","Hotel","28.2304","-80.715799","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/titusville/tixsr/hoteldetail","Holiday Inn Titusville - Kennedy Space Ctr","4715 Helen Hauser Blvd","Titusville","Florida","32780","US","tixsr","1-321-3830200","Hotel","28.552618","-80.853754","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/clearwater-beach/clwgv/hoteldetail","Holiday Inn & Suites Clearwater Beach","521 S. Gulfview Boulevard","Clearwater Beach","Florida","33767","US","clwgv","1-727-4476461","Hotel","27.968492","-82.828384","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/indian-rocks-beach/clwrb/hoteldetail","Holiday Inn & Suites Clearwater Beach S-Harbourside","401 Second Street","Indian Rocks Beach","Florida","33785","US","clwrb","1-727-5959484","Hotel","27.882619","-82.848999","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/clearwater/clwap/hoteldetail","Holiday Inn St Petersburg N - Clearwater","3535 Ulmerton Road","Clearwater","Florida","33762","US","clwap","1-727-5779100","Hotel","27.89394","-82.681798","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/st-petersburg/tpapb/hoteldetail","Holiday Inn St. Petersburg West","1200 34th Street North","St. Petersburg","Florida","33713","US","tpapb","1-727-3220770","Hotel","27.7836192","-82.6802154","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/tampa/tpacp/hoteldetail","Holiday Inn Tampa Westshore - Airport Area","700 North Westshore Blvd","Tampa","Florida","33609","US","tpacp","1-813-2898200","Hotel","27.95102","-82.524139","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/tampa/tpats/hoteldetail","Holiday Inn & Suites Tampa N - Busch Gardens Area","11310 North 30th Street","Tampa","Florida","33612","US","tpats","1-813-9717690","Hotel","28.051553","-82.426173","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/kissimmee/mcoib/hoteldetail","Holiday Inn & Suites Orlando SW - Celebration Area","5711 W. Irlo Bronson Memorial Hwy","Kissimmee","Florida","34746","US","mcoib","1-407-3964222","Hotel","28.333147","-81.513211","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/winter-haven/cypcg/hoteldetail","Holiday Inn Winter Haven","200 Cypress Gardens Boulevard","Winter Haven","Florida","33880","US","cypcg","1-863-2922100","Hotel","28.00396","-81.725719","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/lake-buena-vista/dislb/hoteldetail","Holiday Inn Orlando-Disney Springs® Area","1805 Hotel Plaza Boulevard","Lake Buena Vista","Florida","32830","US","dislb","1-407-8288888","Hotel","28.374193","-81.511375","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/orlando/mcorv/hoteldetail","Holiday Inn & Suites Orlando - International Dr S","12005 Regency Village Drive","Orlando","Florida","32821","US","mcorv","1-407-2394177","Hotel","28.390694","-81.48701","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/orlando/mcous/hoteldetail","Holiday Inn & Suites Across From Universal Orlando","5916 Caravan Ct","Orlando","Florida","32819","US","mcous","1-407-3513333","Hotel","28.477151","-81.458681","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/orlando/mcoap/hoteldetail","Holiday Inn Orlando-International Airport","5750 T.G. LEE BLVD","Orlando","Florida","32822","US","mcoap","1-407-8516400","Hotel","28.460276","-81.308538","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/daytona-beach/dabfl/hoteldetail","Holiday Inn & Suites Daytona Beach on the Ocean","930 North Atlantic Avenue","Daytona Beach","Florida","32118","US","dabfl","1-386-2555494","Hotel","29.24107","-81.015122","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/daytona-beach/dabhi/hoteldetail","Holiday Inn Daytona Beach LPGA BLVD","137 Automall Circle","Daytona Beach","Florida","32124","US","dabhi","1-386-9445988","Hotel","29.217019","-81.104863","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/fort-myers/fmycl/hoteldetail","Holiday Inn Fort Myers - Downtown Area","2431 Cleveland Ave","Fort Myers","Florida","33901","US","fmycl","1-239-3323232","Hotel","26.63219","-81.872512","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/fort-myers/fmyar/hoteldetail","Holiday Inn Ft. Myers Arpt-Town Center","9931 Interstate Commerce Drive","Fort Myers","Florida","33913","US","fmyar","1-239-5611550","Hotel","26.496363","-81.792449","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/gainesville/gnvuc/hoteldetail","Holiday Inn Gainesville-University Ctr","1250 W. University Ave","Gainesville","Florida","32601","US","gnvuc","1-352-3761661","Hotel","29.652085","-82.338312","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/hialeah-gardens/miahg/hoteldetail","Holiday Inn Miami West - Airport Area","7707 N.W. 103rd Street","Hialeah Gardens","Florida","33016","US","miahg","1-305-8251000","Hotel","25.86776","-80.3263","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/miami/miawc/hoteldetail","Holiday Inn Miami-Doral Area","3255 NW 87th Ave","Miami","Florida","33172","US","miawc","1-305-5009000","Hotel","25.8044","-80.3365","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/miami-springs/miaia/hoteldetail","Holiday Inn Miami-International Airport","1111 South Royal Poinciana Boulevard","Miami Springs","Florida","33166","US","miaia","1-305-8851941","Hotel","25.808803","-80.263766","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/miami/miahs/hoteldetail","Holiday Inn Miami North – I-95","7927 N.W. 7th Avenue","Miami","Florida","33150","US","miahs","1-305-7518001","Hotel","25.848246","-80.209194","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/miami/miabb/hoteldetail","Holiday Inn Port Of Miami-Downtown","340 Biscayne Boulevard","Miami","Florida","33132","US","miabb","1-305-3714400","Hotel","25.7783","-80.1882","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/miami-beach/miamb/hoteldetail","Holiday Inn Miami Beach-Oceanfront","4333 Collins Avenue","Miami Beach","Florida","33140","US","miamb","1-305-5323311","Hotel","25.814966","-80.122721","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/orange-park/jaxwr/hoteldetail","Holiday Inn & Suites Orange Park - Wells Rd.","620 Wells Rd.","Orange Park","Florida","32073","US","jaxwr","1-904-5627400","Hotel","30.187156","-81.706362","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/jacksonville/jaxes/hoteldetail","Holiday Inn Jacksonville E 295 Baymeadows","11083 Nurseryfields Drive","Jacksonville","Florida","32256","US","jaxes","1-904-8548000","Hotel","30.221359","-81.510984","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/saint-augustine/ustsa/hoteldetail","Holiday Inn St Augustine - World Golf","475 Commerce Lake Drive","Saint Augustine","Florida","32095","US","ustsa","1-904-9409500","Hotel","29.983797","-81.45786","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/key-largo/kylfl/hoteldetail","Holiday Inn Key Largo","99701 Overseas Hwy","Key Largo","Florida","33037-0708","US","kylfl","1-305-4512121","Hotel","25.09596","-80.438879","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/orlando/mcohs/hoteldetail","Holiday Inn Orlando East - UCF Area","1724 N. Alafaya Trail","Orlando","Florida","32826","US","mcohs","1-407-6589008","Hotel","28.567249","-81.207792","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/lake-city/lkelc/hoteldetail","Holiday Inn & Suites Lake City","213 Sw Commerce Drive","Lake City","Florida","32025","US","lkelc","1-386-7541411","Hotel","30.175","-82.684","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/ocala/ocflo/hoteldetail","Holiday Inn & Suites Ocala Conference Center","3600 SW 38th Avenue","Ocala","Florida","34474","US","ocflo","1-352-6299500","Hotel","29.1512","-82.187299","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/st-augustine/sgjnp/hoteldetail","Holiday Inn St. Augustine - Historic","1302  North Ponce De Leon Blvd.","St. Augustine","Florida","32084","US","sgjnp","1-904-4942100","Hotel","29.904236","-81.320828","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/panama-city/pfnml/hoteldetail","Holiday Inn Panama City","2001 Martin Luther King Boulevard","Panama City","Florida","32405","US","pfnml","1-850-7690000","Hotel","30.18428","-85.650049","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/pensacola/pnsnd/hoteldetail","Holiday Inn Pensacola - University Area","7813 N. Davis Hwy","Pensacola","Florida","32514","US","pnsnd","1-850-4721400","Hotel","30.507044","-87.221575","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/port-st-lucie/pslfl/hoteldetail","Holiday Inn Port St. Lucie","10120 S. Federal Highway","Port St. Lucie","Florida","34952","US","pslfl","1-772-3372200","Hotel","27.27956","-80.293159","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/vero-beach/vrboc/hoteldetail","Holiday Inn & Suites Vero Beach-Oceanside","3384 Ocean Drive","Vero Beach","Florida","32963","US","vrboc","1-772-2312300","Hotel","27.65403","-80.356733","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/sarasota/srqlb/hoteldetail","Holiday Inn Sarasota-Lido Beach-@The Beach","233 Benjamin Franklin","Sarasota","Florida","34236","US","srqlb","1-941-3885555","Hotel","27.31425","-82.579275","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/sarasota/srqap/hoteldetail","Holiday Inn Sarasota-Airport","8009 15th St. East","Sarasota","Florida","34243","US","srqap","1-941-3559000","Hotel","27.398022","-82.546759","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/tallahassee/tlhch/hoteldetail","Holiday Inn Tallahassee E Capitol - Univ","2003 Apalachee Parkway","Tallahassee","Florida","32301","US","tlhch","1-850-7928300","Hotel","30.430494","-84.246598","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/tallahassee/tlhfs/hoteldetail","Holiday Inn & Suites Tallahassee Conference Ctr N","2725 Graves Road","Tallahassee","Florida","32303","US","tlhfs","1-850-5362000","Hotel","30.4837","-84.313279","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/athens/ahnga/hoteldetail","Holiday Inn Athens-University Area","197 East Broad St, P.O. Box 1666","Athens","Georgia","30601","US","ahnga","1-706-5494433","Hotel","33.9569","-83.3783","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/atlanta/atlap/hoteldetail","Holiday Inn & Suites Atlanta Airport-North","1380 Virginia Avenue","Atlanta","Georgia","30344","US","atlap","1-404-3059990","Hotel","33.65911","-84.43408","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/atlanta/atlnl/hoteldetail","Holiday Inn Atlanta-Northlake","2158 Ranchwood Drive","Atlanta","Georgia","30345","US","atlnl","1-770-9346000","Hotel","33.847582","-84.251601","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/chamblee/atlcm/hoteldetail","Holiday Inn & Suites Atlanta N - Chamblee Dunwoody","4401 Chamblee Dunwoody Road","Chamblee","Georgia","30341","US","atlcm","1-470-2424533","Hotel","33.9192624","-84.3148419","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/stockbridge/sbrga/hoteldetail","Holiday Inn & Suites Stockbridge/Atlanta I-75","638 Hwy 138 W","Stockbridge","Georgia","30281","US","sbrga","1-678-7824000","Hotel","33.548473","-84.276541","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/roswell/atlrs/hoteldetail","Holiday Inn Atlanta/Roswell","909 Holcomb Bridge Road","Roswell","Georgia","30076","US","atlrs","1-770-8171414","Hotel","34.027726","-84.334759","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/duluth/atldu/hoteldetail","Holiday Inn Atlanta-Infinite Energy Center","6310 Sugarloaf Pkwy","Duluth","Georgia","30097","US","atldu","1-770-4762022","Hotel","33.9886","-84.0917","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/peachtree-city/atlfc/hoteldetail","Holiday Inn & Suites Peachtree City","203 Newgate Road","Peachtree City","Georgia","30269","US","atlfc","1-770-4874646","Hotel","33.435316","-84.594311","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/augusta/agsbr/hoteldetail","Holiday Inn Augusta West I-20","441 Park West","Augusta","Georgia","30813","US","agsbr","1-706-3964600","Hotel","33.4805","-82.1314","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/brunswick/ssibr/hoteldetail","Holiday Inn Brunswick I-95 (Exit 38)","138 Glynco Pkwy","Brunswick","Georgia","31525","US","ssibr","1-912-2643300","Hotel","31.2373","-81.5008","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/macon/mcnhs/hoteldetail","Holiday Inn Macon North","3953 River Place Drive","Macon","Georgia","31210","US","mcnhs","1-478-8038200","Hotel","32.9041","-83.683226","<MISSING>"
"holidayinn.com","https://www.ihg.com/holidayinn/hotels/us/en/savannah/savsg/hoteldetail","Holiday Inn & Suites Savannah Airport - Pooler","100 Outlet Parkway","Pooler","Georgia","31322","US","savsg","1-912-4509800","Hotel","32.1373548","-81.2462235","<MISSING>"
